Precio,Terreno,Construccion,Recas,Banhos,Estacionamientos,Medios Banhos,Antiguedad,Ubicacion,Colonia,Delegacion,Indice
18.91,388,353,3,3,4,-6,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10151
12.45,274,301,4,2,4,1,30,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10152
6.59,123,222,4,3,2,1,35,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10153
16.8,-2,549,0,3,6,1,25,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10154
15.96,388,353,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10155
22,700,350,3,3,4,1,1,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10156
12,407,407,3,6,3,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10157
12.2,274,301,4,2,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10158
19.5,320,420,4,4,4,2,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10159
22.9,404,471,5,5,3,-6,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10160
18.5,506,320,3,3,4,0,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10161
18.91,569,386,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10162
17,750,500,3,5,7,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10163
17.75,479,500,3,4,6,2,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10164
6.38,334,220,3,3,3,0,30,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10165
20.99,540,450,4,4,5,2,4,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10166
5.25,200,200,4,2,-5,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10167
14.8,546,440,5,3,5,1,45,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10168
12.5,360,370,3,3,3,0,20,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10169
6.15,167,253,3,3,2,1,11,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10170
19.6,735,406,4,5,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10171
19.5,600,550,3,3,5,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10172
13.6,360,370,3,4,3,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10173
12.39,-2,556,3,3,3,0,31,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10174
6.6,116,183,3,2,2,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10175
38.93,697,1194,6,6,6,3,10,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10176
28,908,650,4,5,5,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10177
13.3,550,470,4,7,3,-6,-7,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10178
13.85,325,400,4,4,4,0,29,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10179
20,700,410,4,4,5,0,19,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10180
5.2,81,175,4,3,2,0,39,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10181
8.7,-2,257,3,3,4,1,0,"San Jerónimo Lídice, La Magdalena Contreras",San Jerónimo Lídice, La Magdalena Contreras,10182
3.1,670,420,5,5,4,0,23,"San José, Tláhuac",San José, Tláhuac,10183
2.2,200,156,3,2,3,1,25,"San José, Tláhuac",San José, Tláhuac,10184
3.1,265,265,6,6,3,-6,-7,"San José, Tláhuac",San José, Tláhuac,10185
2.2,200,156,3,3,4,-6,-7,"San José, Tláhuac",San José, Tláhuac,10186
1.08,120,240,3,2,2,-6,-7,"San José Aculco, Iztapalapa",San José Aculco, Iztapalapa,10187
1.17,156,120,3,2,2,-6,0,"San José Aculco, Iztapalapa",San José Aculco, Iztapalapa,10188
1.82,141,260,5,2,1,1,20,"San José Aculco, Iztapalapa",San José Aculco, Iztapalapa,10189
2,90,90,4,4,1,-6,-7,"San José Aculco, Iztapalapa",San José Aculco, Iztapalapa,10190
1.84,141,160,3,3,1,-6,-7,"San José Aculco, Iztapalapa",San José Aculco, Iztapalapa,10191
4.5,204,337,5,3,1,0,50,"San José Aculco, Iztapalapa",San José Aculco, Iztapalapa,10192
1.82,270,141,3,1,1,1,23,"San José Aculco, Iztapalapa",San José Aculco, Iztapalapa,10193
1.17,95,171,3,1,-5,-6,-7,"San José Aculco, Iztapalapa",San José Aculco, Iztapalapa,10194
2.13,141,139,3,3,2,-6,-7,"San José Aculco, Iztapalapa",San José Aculco, Iztapalapa,10195
1.48,180,150,3,2,1,-6,-7,"San José Aculco, Iztapalapa",San José Aculco, Iztapalapa,10196
3.5,200,348,9,6,2,-6,30,"San José de La Escalera, Gustavo A. Madero",San José de La Escalera, Gustavo A. Madero,10197
13,297,274,3,3,4,-6,24,"San José de los Cedros, Cuajimalpa de Morelos",San José de los Cedros, Cuajimalpa de Morelos,10198
4.8,192,250,5,5,3,0,3,"San José de los Cedros, Cuajimalpa de Morelos",San José de los Cedros, Cuajimalpa de Morelos,10199
4.9,203,231,4,2,0,1,21,"San José de los Cedros, Cuajimalpa de Morelos",San José de los Cedros, Cuajimalpa de Morelos,10200
4.5,203,290,3,2,2,1,31,"San José de los Cedros, Cuajimalpa de Morelos",San José de los Cedros, Cuajimalpa de Morelos,10201
5.95,200,225,3,2,2,1,15,"San José de los Cedros, Cuajimalpa de Morelos",San José de los Cedros, Cuajimalpa de Morelos,10202
12.5,394,279,3,3,3,1,16,"San José de los Cedros, Cuajimalpa de Morelos",San José de los Cedros, Cuajimalpa de Morelos,10203
15.8,350,340,3,3,3,1,12,"San José de los Cedros, Cuajimalpa de Morelos",San José de los Cedros, Cuajimalpa de Morelos,10204
4.99,200,250,3,2,2,1,31,"San José de los Cedros, Cuajimalpa de Morelos",San José de los Cedros, Cuajimalpa de Morelos,10205
11.9,353,250,3,3,3,-6,25,"San José de los Cedros, Cuajimalpa de Morelos",San José de los Cedros, Cuajimalpa de Morelos,10206
4.8,192,250,5,5,3,-6,-7,"San José de los Cedros, Cuajimalpa de Morelos",San José de los Cedros, Cuajimalpa de Morelos,10207
13,297,400,3,2,4,1,25,"San José de los Cedros, Cuajimalpa de Morelos",San José de los Cedros, Cuajimalpa de Morelos,10208
4.9,132,187,3,2,2,1,18,"San José del Olivar, Alvaro Obregón",San José del Olivar, Alvaro Obregón,10209
6.7,126,237,2,2,3,1,8,"San José del Olivar, Alvaro Obregón",San José del Olivar, Alvaro Obregón,10210
4.9,132,187,3,2,2,1,15,"San José del Olivar, Alvaro Obregón",San José del Olivar, Alvaro Obregón,10211
2.04,300,300,4,3,2,-6,-7,"San José del Olivar, Alvaro Obregón",San José del Olivar, Alvaro Obregón,10212
11.7,70,265,3,4,2,1,8,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10213
10.45,209,355,3,1,4,1,80,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10214
12.2,100,270,3,3,3,1,11,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10215
12.75,182,182,3,4,2,-6,-7,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10216
9.9,137,293,3,3,4,1,17,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10217
18.5,350,187,3,2,4,-6,10,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10218
10.9,183,350,3,4,4,1,45,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10219
8.48,133,290,4,3,2,2,30,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10220
2.47,130,200,3,3,2,1,44,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10221
10.3,137,293,3,3,2,1,0,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10222
27.5,340,332,3,3,3,-6,45,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10223
12.75,-2,-2,-3,-4,-5,-6,-7,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10224
8.95,130,383,4,-4,3,4,17,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10225
15.95,-2,380,4,4,8,0,45,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10226
2.47,130,130,3,4,2,-6,-7,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10227
16.07,-2,243,3,3,2,1,0,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10228
8.4,200,200,3,3,2,1,-7,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10229
27.5,340,332,3,3,3,-6,45,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10230
17.54,-2,244,3,3,2,1,0,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10231
13.12,-2,224,3,4,3,2,0,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10232
7.39,-2,188,2,2,2,0,0,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10233
29.88,337,746,3,4,5,3,10,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10234
5.64,150,150,3,2,-5,-6,-7,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10235
11.5,-2,-2,-3,-4,-5,-6,-7,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10236
18.5,304,392,5,4,4,1,25,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10237
18.5,303,392,5,4,4,-6,54,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10238
16,380,370,4,3,2,1,50,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10239
2.47,130,206,3,3,2,1,44,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10240
12.75,86,247,3,3,2,1,0,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10241
17,380,380,4,3,2,1,40,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10242
17.5,380,350,4,4,2,1,30,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10243
2.47,130,130,3,4,2,-6,-7,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10244
6,180,180,3,2,2,0,9,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10245
8.4,70,180,3,3,2,1,11,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10246
10.2,56,224,3,3,2,-6,-7,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10247
15.95,380,380,4,3,7,0,40,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10248
18.5,330,330,9,1,2,4,40,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10249
2.47,130,130,3,4,2,-6,-7,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10250
12.62,342,342,3,4,2,1,0,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10251
29,428,532,3,2,2,1,50,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10252
12.75,-2,182,3,3,2,1,0,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10253
5.84,-2,107,5,2,2,1,0,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10254
13.5,400,400,4,4,3,3,0,"San José Insurgentes, Benito Juárez",San José Insurgentes, Benito Juárez,10255
2.23,274,125,2,2,7,-6,25,"San José Zacatepec, Xochimilco",San José Zacatepec, Xochimilco,10256
11.8,250,250,4,3,3,1,9,"San Juan, Benito Juárez",San Juan, Benito Juárez,10257
15,259,505,5,5,5,4,30,"San Juan, Benito Juárez",San Juan, Benito Juárez,10258
7.5,141,220,3,3,0,1,40,"San Juan, Benito Juárez",San Juan, Benito Juárez,10259
8.6,-2,-2,-3,-4,-5,-6,-7,"San Juan, Benito Juárez",San Juan, Benito Juárez,10260
6.2,128,270,5,2,-5,2,-7,"San Juan, Benito Juárez",San Juan, Benito Juárez,10261
7,131,188,0,2,2,1,30,"San Juan, Benito Juárez",San Juan, Benito Juárez,10262
11,238,238,3,4,3,1,13,"San Juan, Benito Juárez",San Juan, Benito Juárez,10263
8.4,133,260,5,5,2,-6,40,"San Juan, Benito Juárez",San Juan, Benito Juárez,10264
4.56,160,281,3,3,3,1,0,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10265
2.48,212,126,3,3,2,0,0,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10266
3,220,400,0,0,0,0,0,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10267
8.75,160,409,3,3,3,1,35,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10268
3.78,208,119,3,2,4,0,35,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10269
1.34,137,150,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10270
3.79,220,229,9,2,4,-6,40,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10271
1.34,137,137,3,2,1,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10272
1.03,150,150,3,2,2,0,0,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10273
1.35,152,111,3,2,-5,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10274
3.6,180,180,4,2,-5,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10275
2.39,100,200,3,2,-5,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10276
1.29,300,300,3,2,-5,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10277
1.48,232,200,3,2,1,0,23,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10278
2.5,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10279
3.95,191,320,3,3,3,-6,35,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10280
3.31,220,205,3,1,1,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10281
2.5,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10282
1.65,124,218,3,2,1,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10283
1.61,160,160,3,2,-5,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10284
2.5,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10285
3.6,140,300,4,3,-5,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10286
2.05,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10287
2.66,104,235,3,3,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10288
1.55,160,173,3,2,1,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10289
2.5,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10290
2.5,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10291
3.56,144,203,5,3,2,0,30,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10292
4.7,230,300,6,4,4,0,15,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10293
1.33,217,280,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10294
1.14,150,150,3,2,-5,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10295
2.8,139,251,5,0,1,4,45,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10296
2.5,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10297
1.15,150,150,4,2,1,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10298
6.12,263,509,4,3,2,-6,0,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10299
3.6,235,205,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10300
2.5,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10301
2.51,121,160,4,2,1,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10302
2.5,127,161,3,2,1,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10303
5.5,242,481,9,5,4,1,30,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10304
1.3,137,110,3,2,1,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10305
3.7,148,179,3,3,3,-6,45,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10306
2.9,126,161,6,2,1,-6,45,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10307
2.5,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10308
2.47,136,98,3,1,1,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10309
1,612,150,3,2,-5,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10310
2.5,127,161,3,2,1,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10311
1.15,140,140,3,2,1,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10312
5.9,90,-2,5,3,4,0,7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10313
1.09,128,200,3,2,2,0,22,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10314
2.5,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10315
1.34,200,173,3,1,1,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10316
1.15,172,80,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10317
2.5,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10318
2.05,128,161,3,2,-5,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10319
3.35,235,235,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10320
4.9,130,367,0,5,4,0,16,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10321
2.48,126,212,3,3,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10322
2.5,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10323
3.29,180,270,4,3,-5,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10324
1.29,137,137,3,2,-5,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10325
0.43,161,130,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10326
2.5,127,161,3,2,2,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10327
1.35,200,350,2,1,-5,-6,-7,"San Juan de Aragón, Gustavo A. Madero",San Juan de Aragón, Gustavo A. Madero,10328
