Precio,Terreno,Construccion,Recas,Banhos,Estacionamientos,Medios Banhos,Antiguedad,Ubicacion,Colonia,Delegacion,Indice
59.09,600,900,4,4,8,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1787
45.74,860,639,3,3,8,1,28,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1788
28.59,720,720,3,3,6,3,17,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1789
29.5,612,750,3,4,-5,-6,-7,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1790
25.73,522,1047,3,3,4,1,28,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1791
66.71,465,865,2,2,6,1,19,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1792
38.12,646,522,3,5,4,-6,12,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1793
33,847,1110,3,3,3,-6,-7,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1794
24.78,582,731,4,5,4,1,20,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1795
20.9,600,450,3,3,-5,-6,-7,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1796
15,360,360,3,3,0,1,16,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1797
37.5,715,736,3,3,-5,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1798
34.9,1274,700,3,4,8,-6,25,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1799
43.84,714,650,4,4,6,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1800
32.4,1020,1080,3,3,8,0,30,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1801
17,310,420,3,3,3,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1802
62.9,600,600,3,5,6,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1803
14,-2,700,3,4,6,1,30,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1804
38,682,500,3,3,4,2,29,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1805
38.12,620,756,3,3,0,1,5,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1806
21.92,500,400,3,3,2,2,30,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1807
30,676,750,3,3,3,1,5,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1808
25,667,431,3,4,5,-6,30,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1809
30.5,-2,540,3,3,4,1,45,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1810
33,847,1110,3,3,5,-6,-7,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1811
35,640,770,3,2,4,2,30,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1812
55.08,620,1000,4,4,8,0,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1813
21,428,428,0,3,4,1,25,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1814
104.83,1072,900,3,4,0,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1815
52,730,1135,4,5,5,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1816
38.02,360,736,3,3,3,2,20,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1817
39,550,530,3,3,3,1,24,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1818
39.8,1000,800,3,3,10,1,13,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1819
49.08,860,683,3,4,5,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1820
18.9,-2,342,2,3,2,-6,4,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1821
75,729,1021,4,4,6,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1822
27.64,778,561,3,3,6,1,29,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1823
42,662,1143,3,3,4,3,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1824
20.5,510,1047,3,7,-5,-6,30,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1825
62.9,600,1000,3,5,6,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1826
18,475,370,0,3,3,1,20,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1827
17,732,464,3,3,4,1,14,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1828
20,518,421,3,3,4,1,3,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1829
33,847,1110,3,3,5,-6,-7,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1830
114.36,1000,1000,3,3,6,2,5,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1831
28,847,1100,5,5,5,-6,-7,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1832
36.9,585,770,4,4,4,2,9,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1833
123.89,1050,1200,4,3,11,1,10,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1834
43.85,915,683,3,4,6,3,3,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1835
38.02,736,730,3,4,4,2,16,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1836
26,600,680,3,5,4,0,30,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1837
37,800,680,6,4,6,2,3,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1838
26.68,325,325,3,-4,3,-6,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1839
53.37,870,960,4,4,6,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1840
40.03,830,660,3,3,-5,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1841
19.06,652,1000,3,2,4,1,35,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1842
21,600,450,3,3,6,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1843
38,650,800,4,4,5,1,-7,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1844
18,530,433,3,4,3,1,26,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1845
24.9,500,500,0,-4,4,-6,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1846
34.31,-2,548,3,4,-5,-6,-7,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1847
24.9,578,528,3,3,3,-6,-7,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1848
5.3,200,309,5,5,3,1,10,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1849
18.3,500,500,3,3,4,1,3,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1850
37.5,715,715,3,3,5,12,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1851
35,724,604,3,2,4,1,6,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1852
22,-2,1047,3,3,4,1,34,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1853
51.46,711,650,3,3,6,1,25,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1854
22.5,580,490,3,3,3,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1855
30,300,554,3,2,2,1,5,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1856
79.1,992,568,4,4,4,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1857
39,696,871,3,3,6,2,-7,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1858
23.83,146,434,3,3,3,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1859
32,640,820,3,4,5,-6,37,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1860
57.18,900,900,3,4,6,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1861
43,800,790,4,4,4,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1862
62.9,600,1000,3,5,6,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1863
22.87,780,1000,3,2,9,1,35,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1864
25.73,522,1047,3,3,4,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1865
24.78,600,641,4,6,4,1,25,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1866
34.31,525,660,3,4,4,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1867
15,500,800,3,3,3,1,40,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1868
34.31,621,621,4,4,5,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1869
150.57,1200,1500,4,4,7,1,10,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1870
34.31,1223,1700,3,4,5,1,23,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1871
16,430,770,4,5,3,2,39,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1872
22.5,580,490,3,3,3,1,30,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1873
19,507,400,3,4,2,-6,30,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1874
31.45,978,1000,3,5,8,-6,15,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1875
44,1100,980,6,5,6,3,13,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1876
30,720,720,4,6,4,2,20,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1877
73,1560,1350,4,5,0,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1878
42.89,650,900,4,4,8,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1879
38.12,650,521,3,3,4,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1880
5.5,100,205,4,4,2,1,7,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1881
19,425,444,3,4,3,1,15,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1882
39,622,1143,4,5,4,2,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1883
22.5,715,700,3,3,0,2,4,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1884
35.9,665,520,3,3,4,2,26,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1885
39,696,870,4,4,9,1,5,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1886
34.8,597,915,5,5,6,2,16,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1887
39,696,884,4,5,9,-6,5,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1888
21,446,508,3,4,4,1,0,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1889
18.4,652,518,3,3,6,1,30,"Bosques de las Lomas, Cuajimalpa de Morelos",Bosques de las Lomas, Cuajimalpa de Morelos,1890
10.5,600,600,4,5,6,0,30,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1891
7.3,320,300,3,3,3,1,20,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1892
7.9,301,292,3,3,4,1,20,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1893
7.9,350,350,4,4,3,1,26,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1894
7.3,216,302,3,2,-5,-6,-7,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1895
7.5,322,293,3,3,4,1,25,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1896
3.95,300,200,4,3,-5,-6,-7,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1897
7,190,220,3,3,3,1,20,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1898
13.3,344,601,4,4,3,1,14,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1899
11.85,522,447,4,4,8,1,19,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1900
8.3,-2,280,3,3,3,1,0,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1901
7.85,271,233,4,3,2,1,20,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1902
6.8,175,198,3,2,2,1,26,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1903
7.5,322,293,3,3,4,1,15,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1904
7.3,216,302,3,2,3,1,15,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1905
10.9,560,452,4,4,6,2,25,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1906
11,638,438,3,4,5,0,15,"Bosques de Tarango, Alvaro Obregón",Bosques de Tarango, Alvaro Obregón,1907
23.5,838,843,4,3,8,1,39,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1908
13,-2,-2,2,2,-5,-6,-7,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1909
15.83,670,420,6,4,4,-6,45,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1910
9.78,182,249,3,3,3,1,0,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1911
10.88,-2,249,3,3,3,1,2,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1912
0.01,567,567,8,8,4,1,30,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1913
9.5,181,249,3,3,3,2,0,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1914
11.5,551,206,-3,3,4,0,1,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1915
10.59,181,249,3,3,3,1,0,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1916
9.64,181,249,3,3,3,-6,2,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1917
17,570,570,5,3,6,1,30,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1918
10,249,249,3,3,2,0,0,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1919
10.88,231,249,3,3,3,1,0,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1920
10,249,249,3,3,2,0,0,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1921
10.88,181,181,3,3,3,0,0,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1922
10.83,-2,249,3,3,3,1,2,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1923
10.88,249,249,3,3,2,0,0,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1924
10.18,249,249,3,2,3,0,0,"Bosques de Tetlameya, Coyoacán",Bosques de Tetlameya, Coyoacán,1925
23.8,504,427,3,3,6,-6,20,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1926
10.88,181,181,3,3,3,0,0,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1927
4.6,245,476,7,7,5,-6,15,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1928
4.6,245,476,7,7,5,-6,15,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1929
37,1164,1300,3,5,8,-6,30,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1930
12,254,211,3,3,3,1,30,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1931
23.8,426,427,3,3,6,1,17,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1932
23.5,838,843,4,3,3,1,40,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1933
37,1164,1300,3,6,8,-6,-7,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1934
4.6,245,476,7,7,5,-6,15,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1935
25,463,780,4,5,6,1,30,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1936
24.5,463,710,4,4,4,2,0,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1937
24.5,463,780,4,5,6,1,30,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1938
79.9,882,600,3,4,4,-6,2,"Bosques del Pedregal, Tlalpan",Bosques del Pedregal, Tlalpan,1939
0.92,70,95,3,2,-5,-6,-7,"Buenavista, Cuauhtémoc",Buenavista, Cuauhtémoc,1940
8.5,207,309,3,3,3,0,34,"Buenavista, Cuauhtémoc",Buenavista, Cuauhtémoc,1941
3.85,190,293,4,4,3,1,0,"Buenavista, Cuauhtémoc",Buenavista, Cuauhtémoc,1942
3,121,237,4,2,2,1,16,"Buenavista, Iztapalapa",Buenavista, Iztapalapa,1943
2.75,199,272,4,3,3,-6,30,"Buenavista, Iztapalapa",Buenavista, Iztapalapa,1944
1.47,88,238,2,2,-5,-6,-7,"Buenos Aires, Cuauhtémoc",Buenos Aires, Cuauhtémoc,1945
1.38,65,53,2,1,1,0,0,"Buenos Aires, Cuauhtémoc",Buenos Aires, Cuauhtémoc,1946
2.47,-2,255,3,1,0,0,0,"Buenos Aires, Cuauhtémoc",Buenos Aires, Cuauhtémoc,1947
0.69,75,75,3,1,1,0,0,"C.T.M. Aragón, Gustavo A. Madero",C.T.M. Aragón, Gustavo A. Madero,1948
1.15,126,105,0,2,2,1,0,"C.T.M. Aragón, Gustavo A. Madero",C.T.M. Aragón, Gustavo A. Madero,1949
0.98,105,84,0,2,2,1,0,"C.T.M. Aragón, Gustavo A. Madero",C.T.M. Aragón, Gustavo A. Madero,1950
1.32,195,285,3,2,2,1,22,"C.T.M. Atzacoalco, Gustavo A. Madero",C.T.M. Atzacoalco, Gustavo A. Madero,1951
4.5,160,225,3,2,3,1,0,"C.T.M. Atzacoalco, Gustavo A. Madero",C.T.M. Atzacoalco, Gustavo A. Madero,1952
1.02,50,50,2,1,1,0,20,"C.T.M. Atzacoalco, Gustavo A. Madero",C.T.M. Atzacoalco, Gustavo A. Madero,1953
2.45,72,164,4,2,-5,-6,1,"C.T.M. El Risco, Gustavo A. Madero",C.T.M. El Risco, Gustavo A. Madero,1954
1.5,67,67,3,1,0,-6,-7,"C.T.M. El Risco, Gustavo A. Madero",C.T.M. El Risco, Gustavo A. Madero,1955
4.5,160,225,3,2,3,1,0,"C.T.M. El Risco, Gustavo A. Madero",C.T.M. El Risco, Gustavo A. Madero,1956
4.1,210,225,5,3,1,-6,-7,"Cacama, Iztapalapa",Cacama, Iztapalapa,1957
4.45,168,240,4,3,2,-6,-7,"Cafetales, Coyoacán",Cafetales, Coyoacán,1958
6.5,160,317,5,3,2,1,0,"Cafetales, Coyoacán",Cafetales, Coyoacán,1959
7,220,240,3,3,2,1,0,"Cafetales, Coyoacán",Cafetales, Coyoacán,1960
7.2,360,360,4,3,3,1,15,"Cafetales, Coyoacán",Cafetales, Coyoacán,1961
4.5,143,302,9,0,2,4,10,"Cafetales, Coyoacán",Cafetales, Coyoacán,1962
4.2,142,153,3,4,2,0,20,"Cafetales, Coyoacán",Cafetales, Coyoacán,1963
6.6,162,164,3,3,3,-6,25,"Cafetales, Coyoacán",Cafetales, Coyoacán,1964
6.6,410,410,4,4,1,1,45,"Cafetales, Coyoacán",Cafetales, Coyoacán,1965
4.54,240,180,3,1,1,1,25,"Cafetales, Coyoacán",Cafetales, Coyoacán,1966
6.75,140,330,4,4,3,-6,14,"Cafetales, Coyoacán",Cafetales, Coyoacán,1967
6.9,160,260,5,5,5,-6,28,"Cafetales, Coyoacán",Cafetales, Coyoacán,1968
5.05,272,272,4,2,3,1,35,"Cafetales, Coyoacán",Cafetales, Coyoacán,1969
1.83,383,200,3,2,2,0,10,"CAmara Nacional de la Industria del Hierro y Acero, Benito Juárez",CAmara Nacional de la Industria del Hierro y Acero, Benito Juárez,1970
1.48,116,165,3,1,1,-6,-7,"Campamento 2 de Octubre, Iztacalco",Campamento 2 de Octubre, Iztacalco,1971
3.2,120,266,4,1,1,-6,30,"Campamento 2 de Octubre, Iztacalco",Campamento 2 de Octubre, Iztacalco,1972
1.37,117,282,3,2,1,-6,-7,"Campamento 2 de Octubre, Iztacalco",Campamento 2 de Octubre, Iztacalco,1973
48.5,1411,817,3,3,6,1,0,"Campestre, Alvaro Obregón",Campestre, Alvaro Obregón,1974
25.35,415,600,5,4,5,1,50,"Campestre, Alvaro Obregón",Campestre, Alvaro Obregón,1975
11.7,200,200,3,3,3,1,29,"Campestre, Alvaro Obregón",Campestre, Alvaro Obregón,1976
9.17,300,300,3,3,3,-6,-7,"Campestre, Alvaro Obregón",Campestre, Alvaro Obregón,1977
2.93,192,-2,6,6,1,-6,25,"Campestre Aragón, Gustavo A. Madero",Campestre Aragón, Gustavo A. Madero,1978
3.2,198,300,5,2,3,-6,-7,"Campestre Aragón, Gustavo A. Madero",Campestre Aragón, Gustavo A. Madero,1979
2.95,220,171,4,3,2,0,25,"Campestre Aragón, Gustavo A. Madero",Campestre Aragón, Gustavo A. Madero,1980
2.59,189,264,3,1,4,1,25,"Campestre Aragón, Gustavo A. Madero",Campestre Aragón, Gustavo A. Madero,1981
4.5,160,225,3,2,3,1,0,"Campestre Aragón, Gustavo A. Madero",Campestre Aragón, Gustavo A. Madero,1982
1.58,160,160,3,2,-5,-6,-7,"Campestre Aragón, Gustavo A. Madero",Campestre Aragón, Gustavo A. Madero,1983
6.93,149,374,7,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1984
6.7,140,329,5,3,0,2,5,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1985
4.16,180,300,3,2,2,0,20,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1986
9.45,187,344,5,6,3,-6,17,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1987
6.93,149,374,7,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1988
2.47,336,280,4,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1989
7,331,331,3,4,5,1,9,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1990
1.5,268,180,4,2,2,1,0,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1991
9.6,184,479,3,3,3,1,34,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1992
6.93,149,374,3,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1993
4.78,171,171,3,2,1,0,23,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1994
13,342,320,3,3,3,1,25,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1995
6.93,149,374,5,3,2,0,34,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1996
2.8,250,220,3,3,2,-6,-7,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1997
6.4,410,410,4,4,1,1,45,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1998
35,1250,550,4,3,10,0,60,"Campestre Churubusco, Coyoacán",Campestre Churubusco, Coyoacán,1999
